,Federal Provider Number,Provider Name,Provider State,Survey Date,Survey Type,Deficiency Prefix,Deficiency Tag Number,Deficiency Description,Scope Severity Code,Deficiency Corrected,Correction Date,Inspection Cycle,Standard Deficiency,Complaint Deficiency
23509,305005,GREENBRIAR HEALTHCARE,NH,12/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/31/2019,2,Y,False
23535,305018,DOVER CENTER FOR HEALTH & REHABILITATION,NH,12/07/2018,Health,F,880,Provide and implement an infection prevention and control program.,B,"Deficient, Provider has date of correction",01/18/2019,2,Y,False
23538,315293,WHITING HEALTH CARE,NJ,02/05/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/19/2018,2,Y,False
23546,315483,PLAZA HEALTHCARE & REHABILITATION CENTER,NJ,01/10/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/08/2019,2,Y,False
23571,325054,"CANYON TRANSITIONAL REHABILITATION CENTER, LLC",NM,08/10/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",10/03/2018,2,Y,False
23581,28E271,GENOA COMMUNITY HOSPITAL/LTC,NE,12/14/2017,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",01/11/2018,2,Y,False
23632,325040,WHITE SANDS HEALTHCARE,NM,01/17/2019,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",03/07/2019,2,Y,False
23633,315370,ATRIUM POST ACUTE CARE OF PRINCETON,NJ,06/05/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/28/2018,2,Y,False
23635,315149,STERLING MANOR,NJ,05/23/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/17/2018,2,Y,False
23646,295093,CANYON VISTA POST ACUTE,NV,07/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/03/2018,2,Y,False
23664,325067,GOOD SAMARITAN SOCIETY LAS CRUCES VILLAGE,NM,08/28/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/12/2018,2,Y,False
23673,315464,CARE ONE AT EVESHAM,NJ,03/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/05/2018,2,Y,False
23732,315066,STRATFORD MANOR REHABILITATION AND CARE CENTER,NJ,12/11/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/08/2019,2,Y,False
23738,28E301,HEMINGFORD COMMUNITY CARE CENTER,NE,01/11/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/28/2018,2,Y,False
23739,325132,"WELBROOK SENIOR LIVING LAS CRUCES, LLC",NM,12/13/2018,Health,F,880,Provide and implement an infection prevention and control program.,C,Past Non-Compliance,09/02/2018,2,N,True
23741,325070,RED ROCKS CARE CENTER,NM,06/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",08/24/2018,2,Y,False
23808,315469,CONTINUING CARE AT SEABROOK,NJ,11/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/28/2018,2,Y,False
23835,295087,KINDRED HOSPITAL - LAS VEGAS (FLAMINGO) - SNF/DP,NV,03/07/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/23/2018,2,Y,False
23839,295070,MARQUIS PLAZA REGENCY POST ACUTE REHAB,NV,05/03/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/25/2018,2,N,True
23858,315029,DAUGHTERS OF ISRAEL PLEASANT VALLEY HOME,NJ,11/01/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/14/2018,2,Y,False
23888,315358,MEADOWVIEW NURSING AND REHABILITATION CENTER,NJ,03/15/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/13/2018,2,Y,False
23901,315387,ALLAIRE REHAB & NURSING,NJ,03/06/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/28/2018,2,Y,False
23908,295079,MOUNTAIN VIEW HEALTH & REHAB,NV,03/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/01/2018,2,Y,False
23958,325116,MESCALERO CARE CENTER,NM,07/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",11/16/2018,2,Y,False
23981,295029,WHITE PINE CARE CENTER,NV,09/28/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/07/2018,2,Y,False
23990,325108,CASA DEL SOL CENTER,NM,01/17/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",02/14/2018,2,Y,False
24030,285273,PLAINVIEW MANOR,NE,03/28/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/11/2018,2,Y,False
24035,315135,CREST POINTE REHABILITATION AND HEALTHCARE CENTER,NJ,02/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",04/15/2018,2,Y,False
24039,315517,POWERBACK REHABILITATION MOORESTOWN,NJ,09/28/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/30/2018,2,Y,False
24045,315209,HAMMONTON CENTER FOR REHABILITATION AND HEALTHCARE,NJ,08/24/2018,Health,F,880,Provide and implement an infection prevention and control program.,B,"Deficient, Provider has date of correction",09/08/2018,2,Y,False
24071,315330,MARCELLA CENTER,NJ,09/14/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",10/19/2018,2,Y,False
24082,315042,LINCOLN PARK RENAISSANCE REHAB & NURSING,NJ,12/18/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/07/2019,2,N,True
24098,325113,CEDAR RIDGE INN,NM,09/13/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/07/2018,2,Y,False
24107,315176,MEDFORD CARE CENTER,NJ,10/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/25/2018,2,Y,False
24132,305051,"KEENE  CENTER, GENESIS HEALTHCARE",NH,06/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/18/2018,2,Y,False
24153,505254,ROO-LAN HEALTHCARE CENTER,WA,03/23/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/12/2018,2,Y,False
24156,315454,SHORE MEADOWS REHAB & NURSING CENTER,NJ,06/08/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/10/2018,2,Y,False
24187,315337,MCAULEY HALL HEALTH CARE CENTE,NJ,11/16/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/14/2018,2,Y,False
24200,285243,"PARKVIEW HOME, INC.",NE,08/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",10/01/2018,2,Y,False
24230,315516,ADVANCED SUBACUTE REHABILITATION CENTER AT SEWELL,NJ,03/26/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/16/2018,2,Y,False
24270,315228,COURT HOUSE CENTER,NJ,08/30/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",09/28/2018,2,Y,False
24288,315525,"HUDSON HILLS SENIOR LIVING, LLC",NJ,12/06/2017,Health,F,880,Provide and implement an infection prevention and control program.,B,"Deficient, Provider has date of correction",01/05/2018,2,Y,False
24305,285268,PAPILLION MANOR,NE,05/31/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/27/2018,2,Y,True
24323,295099,HORIZON RIDGE SKILLED NURSING & REHABILITATION CTR,NV,12/07/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/20/2019,2,Y,False
24343,315199,IMPERIAL CARE CENTER,NJ,01/24/2019,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/18/2019,2,N,True
24377,145290,INTEGRITY HC OF BELLEVILLE,IL,04/17/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/15/2018,2,Y,False
24413,295020,ROSEWOOD REHABILITATION CENTER,NV,05/24/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",07/15/2018,2,Y,False
24438,315487,PREFERRED CARE AT MERCER,NJ,12/22/2017,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/04/2018,2,Y,False
24489,285242,BROOKESTONE VILLAGE,NE,01/11/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/01/2018,2,Y,False
24499,315222,BARNEGAT REHABILITATION AND NURSING CENTER,NJ,07/13/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",08/17/2018,2,Y,False
24522,315439,UNITED METHODIST COMMUNITIES AT BRISTOL GLEN,NJ,11/21/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/30/2019,2,Y,False
24563,315299,KING MANOR CARE AND REHABILITATION CENTER,NJ,10/11/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",12/04/2018,2,Y,False
24577,295066,SILVER HILLS HEALTH CARE CENTER,NV,11/09/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",12/28/2018,2,Y,False
24629,315260,ASPEN HILLS HEALTHCARE CENTER,NJ,02/02/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/12/2018,2,Y,False
24636,315312,HAMPTON RIDGE HEALTHCARE AND REHABILITATION,NJ,11/02/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/10/2018,2,Y,False
24643,315054,OUR LADY'S CENTER FOR REHABILITATION & HC,NJ,10/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",12/12/2018,2,Y,False
24651,315115,ATLANTIC COAST REHAB & HEALTH,NJ,04/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/17/2018,2,Y,False
24658,315185,"COMPLETE CARE AT LINWOOD, LLC",NJ,05/30/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",07/19/2018,2,Y,False
24682,315021,DAUGHTERS OF MIRIAM CENTER,NJ,06/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",06/30/2018,2,Y,False
24697,315147,NEW GROVE MANOR,NJ,03/29/2019,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/03/2019,2,Y,False
24719,315448,BAPTIST HOME OF SOUTH JERSEY,NJ,12/20/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",02/18/2019,2,Y,False
24734,315091,CRANFORD REHAB & NURSING CENTER,NJ,03/16/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/11/2018,2,Y,False
24744,325103,LIFE CARE CENTER OF FARMINGTON,NM,10/19/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",11/23/2018,2,Y,False
24799,315237,SOUTHGATE HEALTH CARE CTR,NJ,04/17/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",05/18/2018,2,Y,False
24815,325092,NEW MEXICO STATE VETERANS HOME,NM,03/15/2018,Health,F,880,Provide and implement an infection prevention and control program.,E,"Deficient, Provider has date of correction",05/14/2018,2,N,True
24842,295088,WINGFIELD HILLS HEALTH & WELLNESS,NV,01/11/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",03/23/2018,2,Y,False
24868,325091,SILVER CITY CARE CENTER,NM,12/12/2018,Health,F,880,Provide and implement an infection prevention and control program.,F,"Deficient, Provider has date of correction",01/21/2019,2,Y,False
24881,315226,HUNTERDON CARE CENTER,NJ,03/22/2018,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",04/18/2018,2,Y,False
24895,315357,ALARIS HEALTH AT CEDAR GROVE,NJ,12/12/2017,Health,F,880,Provide and implement an infection prevention and control program.,D,"Deficient, Provider has date of correction",01/23/2018,2,Y,False
